Original_MDOT_Name,Standardized_Name,Edge_Nodes,AADT_Current,Station_Description,Match_Type
BELAIR RD,BELAIR RD,"[{49501184, 49564160, 49564162, 49545732, 37652998, 49485318, 37653000, 37653002, 49556492, 49507855, 49564175, 2861197329, 37653012, 2861197333, 49564180, 49564183, 49544733, 37596702, 49564191, 37620768, 49497633, 49564195, 832307237, 37593640, 49512489, 4243525680, 8862827058, 4243525684, 8862827061, 49549365, 49482296, 37610041, 49477179, 49556028, 49539140, 2849664582, 37653063, 8709856328, 852480591, 49474128, 1616757841, 49470034, 37591136, 37316198, 49549418, 49523308, 699542131, 49515126, 37632123, 49536640, 49483394, 37411980, 37621901, 49399437, 49538711, 49478811, 37653155, 37653157, 3155413159, 37653159, 37653162, 37653165, 1079360686, 37653169, 832307380, 37653175, 37653179, 37638845, 37653188, 660503240, 37640398, 49530575, 49526992, 37539026, 1729969877, 1729969878, 37652696, 37645016, 37653214, 37653219, 37653223, 37653224, 37653225, 37653227, 1729969900, 37490926, 37651694, 1343765743, 37652721, 37652722, 49460463, 49525999, 1343765749, 37652725, 37652726, 1627879160, 37652729, 2804007161, 1343765754, 1343765751, 37652733, 1338531582, 37652735, 49438462, 37652737, 49458431, 49509631, 37652740, 49475332, 393523974, 49478918, 37652744, 37652745, 49548555, 37652749, 49548045, 37652751, 1485710608, 37652753, 1485710607, 49502486, 37562136, 1485710621, 1485710623, 49484064, 37652769, 37551907, 37652771, 832306989, 49531694, 49460527, 37652785, 49460020, 393521976, 49541437, 49513792, 692315458, 393524038, 37652806, 49531720, 37251403, 49510222, 49478479, 49391959, 49499995, 37652836, 529513829, 49473894, 49477477, 49475947, 1339113835, 37253486, 1455662961, 49556339, 37652854, 37652857, 49550714, 37607803, 49500028, 1947754377, 832307085, 49496464, 1947754390, 1947754392, 37652889, 37450650, 49564057, 37253532, 1947754397, 37652894, 49564059, 49488298, 37587888, 1140270007, 37606330, 49564091, 1947754428, 832307132, 37652927, 49503480, 1595169532, 37387717, 37652934, 49501125, 1604326347, 37602767, 3072116177, 49467354, 797772254, 37622239, 49564127, 49564133, 49564135, 49564139, 49501164, 973182450, 49544690, 973182452, 37652981, 37652985, 49564156, 49564158}]",21482,US1(BELAIR RD)-BETWEEN WOODLEA AVE & FRANKFORD AVE,exact
BELCLARE RD,BELCLARE RD,"[{37617601, 37617666, 37617637, 37617639, 37617642, 37617645, 1390329811, 37617654, 37617658, 1140347387, 37617660, 37617663}]",4963,MD695B (BELCLARE RD)-BETWEEN BROENING HWY & DUNDALK AVE,exact
BELCLARE RD,BELCLARE RD,"[{37617601, 37617666, 37617637, 37617639, 37617642, 37617645, 1390329811, 37617654, 37617658, 1140347387, 37617660, 37617663}]",3075,BELCLARE RD - BETWEEN DUNDALK AVE & DUNRAN RD,exact
BELFAST RD,BELFAST RD,"[{37541377, 37541389, 37395983, 37834767, 37834385, 37650838, 3504747031, 37569059, 37396006, 3596392243, 37813305, 37302970, 37644607, 37040067, 37568965, 37595986, 37701588, 37677913, 37039962, 37581534, 37834592, 10039718500, 37725164, 37709177}]",5025,BELFAST RD-.20 MI W OF MD45,exact
BELLE AVE,BELLE AVE,"[{49475465, 49468171, 49468172, 49468174, 49460367, 49468178, 49468180, 49468193, 49468198, 49468200, 49468203, 49468205, 49468206, 49468208, 49468222, 49468223, 49468227, 49468230, 37683143, 49468232, 49459019, 49459024, 49421267, 49468250, 5756813793, 49378292, 37609979}]",2435,BELLE AVE - BETWEEN WABASH AVE & DORITHAN RD,exact
BELLE AVE,BELLE AVE,"[{49475465, 49468171, 49468172, 49468174, 49460367, 49468178, 49468180, 49468193, 49468198, 49468200, 49468203, 49468205, 49468206, 49468208, 49468222, 49468223, 49468227, 49468230, 37683143, 49468232, 49459019, 49459024, 49421267, 49468250, 5756813793, 49378292, 37609979}]",1795,BELLE AVE - BETWEEN GWYNN OAK AVE & HILLSDALE RD,exact
BELLONA AVE,BELLONA AVE,"[{37683969, 49474946, 37702916, 37609477, 37702790, 37702918, 49474950, 49474952, 37702795, 49465234, 49546130, 37560725, 37702934, 37423512, 37702938, 37702811, 37702940, 37636768, 37572259, 37702820, 1333081765, 37702950, 37702823, 37702825, 37702574, 37702831, 37588658, 37702580, 37607607, 37702839, 37682104, 37702586, 37702588, 1577396412, 37702846, 1784096960, 1784096961, 37696834, 37702594, 37702854, 37646665, 37702602, 37565515, 37568331, 49459658, 49474891, 49474895, 37702609, 49474898, 37702867, 49474900, 37666133, 37702613, 1333100245, 49474903, 49474902, 37702619, 49455963, 37239646, 37608416, 49474912, 37702626, 49462369, 49474917, 37572454, 49474918, 37702895, 37702896, 49474928, 37699826, 37616627, 37671667, 37699827, 49474932, 49455864, 37521021}]",7373,BELLONA AVE - .01 MILE NORTH OF BALTO CITY LINE,exact
BELLONA AVE,BELLONA AVE,"[{37683969, 49474946, 37702916, 37609477, 37702790, 37702918, 49474950, 49474952, 37702795, 49465234, 49546130, 37560725, 37702934, 37423512, 37702938, 37702811, 37702940, 37636768, 37572259, 37702820, 1333081765, 37702950, 37702823, 37702825, 37702574, 37702831, 37588658, 37702580, 37607607, 37702839, 37682104, 37702586, 37702588, 1577396412, 37702846, 1784096960, 1784096961, 37696834, 37702594, 37702854, 37646665, 37702602, 37565515, 37568331, 49459658, 49474891, 49474895, 37702609, 49474898, 37702867, 49474900, 37666133, 37702613, 1333100245, 49474903, 49474902, 37702619, 49455963, 37239646, 37608416, 49474912, 37702626, 49462369, 49474917, 37572454, 49474918, 37702895, 37702896, 49474928, 37699826, 37616627, 37671667, 37699827, 49474932, 49455864, 37521021}]",6355,BELLONA AVE - .10 MILE SOUTH OF MD 139,exact
BELLONA AVE,BELLONA AVE,"[{37683969, 49474946, 37702916, 37609477, 37702790, 37702918, 49474950, 49474952, 37702795, 49465234, 49546130, 37560725, 37702934, 37423512, 37702938, 37702811, 37702940, 37636768, 37572259, 37702820, 1333081765, 37702950, 37702823, 37702825, 37702574, 37702831, 37588658, 37702580, 37607607, 37702839, 37682104, 37702586, 37702588, 1577396412, 37702846, 1784096960, 1784096961, 37696834, 37702594, 37702854, 37646665, 37702602, 37565515, 37568331, 49459658, 49474891, 49474895, 37702609, 49474898, 37702867, 49474900, 37666133, 37702613, 1333100245, 49474903, 49474902, 37702619, 49455963, 37239646, 37608416, 49474912, 37702626, 49462369, 49474917, 37572454, 49474918, 37702895, 37702896, 49474928, 37699826, 37616627, 37671667, 37699827, 49474932, 49455864, 37521021}]",6635,BELLONA AVE - .05 MILE NORTH OF RUXTON RD,exact
BELLONA AVE,BELLONA AVE,"[{37683969, 49474946, 37702916, 37609477, 37702790, 37702918, 49474950, 49474952, 37702795, 49465234, 49546130, 37560725, 37702934, 37423512, 37702938, 37702811, 37702940, 37636768, 37572259, 37702820, 1333081765, 37702950, 37702823, 37702825, 37702574, 37702831, 37588658, 37702580, 37607607, 37702839, 37682104, 37702586, 37702588, 1577396412, 37702846, 1784096960, 1784096961, 37696834, 37702594, 37702854, 37646665, 37702602, 37565515, 37568331, 49459658, 49474891, 49474895, 37702609, 49474898, 37702867, 49474900, 37666133, 37702613, 1333100245, 49474903, 49474902, 37702619, 49455963, 37239646, 37608416, 49474912, 37702626, 49462369, 49474917, 37572454, 49474918, 37702895, 37702896, 49474928, 37699826, 37616627, 37671667, 37699827, 49474932, 49455864, 37521021}]",11565,Bellona Ave -.10 mile west of MD 139,exact
BELLONA AVE,BELLONA AVE,"[{37683969, 49474946, 37702916, 37609477, 37702790, 37702918, 49474950, 49474952, 37702795, 49465234, 49546130, 37560725, 37702934, 37423512, 37702938, 37702811, 37702940, 37636768, 37572259, 37702820, 1333081765, 37702950, 37702823, 37702825, 37702574, 37702831, 37588658, 37702580, 37607607, 37702839, 37682104, 37702586, 37702588, 1577396412, 37702846, 1784096960, 1784096961, 37696834, 37702594, 37702854, 37646665, 37702602, 37565515, 37568331, 49459658, 49474891, 49474895, 37702609, 49474898, 37702867, 49474900, 37666133, 37702613, 1333100245, 49474903, 49474902, 37702619, 49455963, 37239646, 37608416, 49474912, 37702626, 49462369, 49474917, 37572454, 49474918, 37702895, 37702896, 49474928, 37699826, 37616627, 37671667, 37699827, 49474932, 49455864, 37521021}]",8520,BELLONA AVE-.10 MI W OF MD131,exact
BELLONA AVE,BELLONA AVE,"[{37683969, 49474946, 37702916, 37609477, 37702790, 37702918, 49474950, 49474952, 37702795, 49465234, 49546130, 37560725, 37702934, 37423512, 37702938, 37702811, 37702940, 37636768, 37572259, 37702820, 1333081765, 37702950, 37702823, 37702825, 37702574, 37702831, 37588658, 37702580, 37607607, 37702839, 37682104, 37702586, 37702588, 1577396412, 37702846, 1784096960, 1784096961, 37696834, 37702594, 37702854, 37646665, 37702602, 37565515, 37568331, 49459658, 49474891, 49474895, 37702609, 49474898, 37702867, 49474900, 37666133, 37702613, 1333100245, 49474903, 49474902, 37702619, 49455963, 37239646, 37608416, 49474912, 37702626, 49462369, 49474917, 37572454, 49474918, 37702895, 37702896, 49474928, 37699826, 37616627, 37671667, 37699827, 49474932, 49455864, 37521021}]",5093,MD134-.50 MI N OF MD139,exact
BELLONA AVE,BELLONA AVE,"[{37683969, 49474946, 37702916, 37609477, 37702790, 37702918, 49474950, 49474952, 37702795, 49465234, 49546130, 37560725, 37702934, 37423512, 37702938, 37702811, 37702940, 37636768, 37572259, 37702820, 1333081765, 37702950, 37702823, 37702825, 37702574, 37702831, 37588658, 37702580, 37607607, 37702839, 37682104, 37702586, 37702588, 1577396412, 37702846, 1784096960, 1784096961, 37696834, 37702594, 37702854, 37646665, 37702602, 37565515, 37568331, 49459658, 49474891, 49474895, 37702609, 49474898, 37702867, 49474900, 37666133, 37702613, 1333100245, 49474903, 49474902, 37702619, 49455963, 37239646, 37608416, 49474912, 37702626, 49462369, 49474917, 37572454, 49474918, 37702895, 37702896, 49474928, 37699826, 37616627, 37671667, 37699827, 49474932, 49455864, 37521021}]",8520,BELLONA AVE-.10 MI W OF MD131,exact
BELLONA AVE,BELLONA AVE,"[{37683969, 49474946, 37702916, 37609477, 37702790, 37702918, 49474950, 49474952, 37702795, 49465234, 49546130, 37560725, 37702934, 37423512, 37702938, 37702811, 37702940, 37636768, 37572259, 37702820, 1333081765, 37702950, 37702823, 37702825, 37702574, 37702831, 37588658, 37702580, 37607607, 37702839, 37682104, 37702586, 37702588, 1577396412, 37702846, 1784096960, 1784096961, 37696834, 37702594, 37702854, 37646665, 37702602, 37565515, 37568331, 49459658, 49474891, 49474895, 37702609, 49474898, 37702867, 49474900, 37666133, 37702613, 1333100245, 49474903, 49474902, 37702619, 49455963, 37239646, 37608416, 49474912, 37702626, 49462369, 49474917, 37572454, 49474918, 37702895, 37702896, 49474928, 37699826, 37616627, 37671667, 37699827, 49474932, 49455864, 37521021}]",4375,BELLONA AVE - BETWEEN MD 45 & LYMAN AVE,exact
BELMONT AVE,BELMONT AVE,"[{49489668, 37097605, 37097606, 1461887623, 49500043, 49500045, 49500046, 49500047, 37551647, 37598883, 49508778, 37918763, 49437377, 37598816, 37598819, 37598821, 37436776, 37436778, 393529854, 37684863}]",9263,BELMONT AVE - .01 mile south of Dogwood Rd,exact
BELVEDERE AVE,W BELVEDERE AVE,"[{49526400, 2193091072, 49526402, 49526406, 49378826, 49526410, 1101271831, 49526424, 1445653400, 49469213, 49526432, 49473569, 49526434, 49489705, 49526456, 49495867, 49495869, 49495876, 49526470, 49526471, 49526474, 49378379, 49526477, 49498191, 49452242, 49526484, 49526492, 49526494, 49526496, 49378530, 860728037, 1101347686, 49526501, 49514221, 49526382, 49489264, 49526384, 49456242, 49489267, 49516148, 49448309, 49448310, 49526392, 49526394, 49526395, 49526398, 49459455}]",12705,BELVEDERE AVE - BETWEEN PREAKNESS WAY & LANIER AVE,fuzzy
BELVEDERE AVE,W BELVEDERE AVE,"[{49526400, 2193091072, 49526402, 49526406, 49378826, 49526410, 1101271831, 49526424, 1445653400, 49469213, 49526432, 49473569, 49526434, 49489705, 49526456, 49495867, 49495869, 49495876, 49526470, 49526471, 49526474, 49378379, 49526477, 49498191, 49452242, 49526484, 49526492, 49526494, 49526496, 49378530, 860728037, 1101347686, 49526501, 49514221, 49526382, 49489264, 49526384, 49456242, 49489267, 49516148, 49448309, 49448310, 49526392, 49526394, 49526395, 49526398, 49459455}]",8725,BELVEDERE AVE - BETWEEN MD 140 & WABASH AVE,fuzzy
BENGIES RD,BENGIES RD,"[{37601052, 393519393, 942208040, 4324391853, 1296349743, 37601080, 37600826, 37600840, 37600841, 37364303, 1079993039, 37899858, 37600852, 37600859, 37600863, 37600868, 37600873, 37600875, 6053412211}]",2200,BENGIES RD - .05 MILE NORTH OF MD 150,exact
BENSON AVE,BENSON AVE,"[{37625088, 49521155, 49524997, 37625096, 49476875, 37625109, 37625110, 49457833, 49500221, 37625039, 37625040, 37625041, 49524946, 37625055, 37625058, 37625059, 49524985, 37625066, 49515119, 49524977, 49524978, 4037674739, 9535761779, 37528441, 49521403, 49524988, 49524989}]",6973,BENSON AVE -  .01 mile north of Knecht Ave,exact
BENSON AVE,BENSON AVE,"[{37625088, 49521155, 49524997, 37625096, 49476875, 37625109, 37625110, 49457833, 49500221, 37625039, 37625040, 37625041, 49524946, 37625055, 37625058, 37625059, 49524985, 37625066, 49515119, 49524977, 49524978, 4037674739, 9535761779, 37528441, 49521403, 49524988, 49524989}]",9303,BENSON AVE - NORTH OF SULPHUR SPRING RD,exact
BENSON AVE,BENSON AVE,"[{37625088, 49521155, 49524997, 37625096, 49476875, 37625109, 37625110, 49457833, 49500221, 37625039, 37625040, 37625041, 49524946, 37625055, 37625058, 37625059, 49524985, 37625066, 49515119, 49524977, 49524978, 4037674739, 9535761779, 37528441, 49521403, 49524988, 49524989}]",6973,BENSON AVE -  .01 mile north of Knecht Ave,exact
BERNARD DR,BERNARD DR,"[{1399324636, 49490228}]",1175,BERNARD DR - .10 MI NORTH OF GEORGETOWN RD,exact
BERRYMANS LA,BERRYMANS LA,"[{37855621, 37843066, 6226306119, 37851400, 37646152, 3185005278, 37855578, 37756624, 671842736, 37435538, 671842867, 8109808606, 37809912, 8109808602, 37672219, 37855581, 37855710, 37826559}]",2510,BERRYMANS LA-.10 MI S OF NICODEMUS RD,exact
BERWYN AVE,BERWYN AVE,"[{49482328, 49482332, 49482333}]",6065,BERWYN AVE - BETWEEN GARRISON BLVD & MD 26,exact
BETHLEHEM BLVD,BETHLEHEM BLVD,"[{37547020, 37656595, 37656600, 37656731, 37656610, 812108578, 37404722, 37481401, 37019194, 37264955, 582010172, 37019198, 11771011649, 1937721411, 37656772, 37456451, 11771011652, 11265934794, 37626064, 37656659, 37534938, 1285075034, 37656674, 684565220, 5249666920, 1285075050, 37656816, 37656688, 37656819}]",16743,MD158-.20 MI E OF MD157,exact
BETHLEHEM BLVD,BETHLEHEM BLVD,"[{37547020, 37656595, 37656600, 37656731, 37656610, 812108578, 37404722, 37481401, 37019194, 37264955, 582010172, 37019198, 11771011649, 1937721411, 37656772, 37456451, 11771011652, 11265934794, 37626064, 37656659, 37534938, 1285075034, 37656674, 684565220, 5249666920, 1285075050, 37656816, 37656688, 37656819}]",3825,MD 158 -.20 MI W OF MD 157,exact
BETHLEHEM BLVD,BETHLEHEM BLVD,"[{37547020, 37656595, 37656600, 37656731, 37656610, 812108578, 37404722, 37481401, 37019194, 37264955, 582010172, 37019198, 11771011649, 1937721411, 37656772, 37456451, 11771011652, 11265934794, 37626064, 37656659, 37534938, 1285075034, 37656674, 684565220, 5249666920, 1285075050, 37656816, 37656688, 37656819}]",3825,MD 158 -.20 MI W OF MD 157,exact
BETHLEHEM BLVD,BETHLEHEM BLVD,"[{37547020, 37656595, 37656600, 37656731, 37656610, 812108578, 37404722, 37481401, 37019194, 37264955, 582010172, 37019198, 11771011649, 1937721411, 37656772, 37456451, 11771011652, 11265934794, 37626064, 37656659, 37534938, 1285075034, 37656674, 684565220, 5249666920, 1285075050, 37656816, 37656688, 37656819}]",3825,MD 158 -.20 MI W OF MD 157,exact
BIRD RIVER RD,BIRD RIVER RD,"[{6049475331, 393519235, 602419338, 37644184, 37644187, 37395235, 37578932, 37644213, 393519162, 7661052604, 37644232, 3046067799, 37644120, 821882457, 37637471, 393519074, 393519075, 821882468, 37644268, 393519217}]",1524,Bird River Rd - 50ft south of Ebenezer Rd,exact
BLACKROCK RD,BLACK ROCK RD,"[{37568480, 37809120, 37642888, 37665452, 3497181388, 37642222, 37737136, 37628757, 37551678}]",3870,MD88-.20 MI E OF CARROLL CO/L,fuzzy
BLENHEIM RD,BLENHEIM RD,"[{37257408, 37559299, 37751523, 37018567, 37779271, 37793703, 1333100298, 37793644, 37793549, 37793678, 37742415, 37793521, 37702580, 37364918, 37699830, 37415454}]",994,BLENHEIM RD - .10 MILE NORTH OF MD 146,exact
BLENHEIM RD N,BLENHEIM RD N,"[{37565029, 37565061, 37018567, 7397484069, 37793644, 37538701, 37565041}]",1034,BLENHEIM RD N - .10 MILE SOUTH OF MD 145,exact
BLOOMINGDALE RD,BLOOMINGDALE RD,"[{49542152, 49500045, 49508623, 49489683, 49506707, 49535901, 49511329, 49461685, 892660474, 49533371, 49536321, 49525584, 49523795, 1399397739, 1399397741, 49493360, 49542133, 49529337, 49542138, 49542142}]",7304,BLOOMINGDALE RD - .10 MILE NORTH OF POPLAR GROVE ST,exact
BLOOMSBURY AVE,BLOOMSBURY AVE,"[{1069715136, 37817122, 37632483, 37817082, 37682248, 2688330954, 37753425, 37578869, 37761525, 37590330, 37436028}]",11265,BLOOMSBURY AVE - .10 MILE SOUTH OF MD 144,exact
BONAPARTE AVE,BONAPARTE AVE,"[{49504322, 49457859, 49509225, 37779178, 49509226, 1266344937, 1266344941, 49422862, 49509229, 49509232, 49392370, 49392372, 37746933, 1288433077, 37629274, 37611870}]",5590,BONAPARTE AVE-.10 MI N OF MD147,exact
BOND AVE,BOND AVE,"[{37670532, 37668356, 37778595, 37704358, 37376042, 37778735, 37778609, 1461734451, 37778613, 1464134842, 37778752, 37778753, 37653830, 37778647, 8579342169, 37670142, 37698022, 37778678, 37728510}]",1425,BOND AVE - .10 MILE WEST OF TIMBER GROVE RD,exact
BONITA AVE,BONITA AVE,"[{9938496198, 37611335, 37689004, 37606830, 846290065, 37786516, 37839413, 37736473, 37831194}]",1365,BONITA AVE - .10 MILE SOUTH OF GREENSPRING AVE,exact
BOSLEY AVE,BOSLEY AVE,"[{37622659, 37600644, 1549418766, 37600655, 621522833, 37600659, 37829142, 37600662, 37600664, 37600668, 37600669, 37754274, 37600675, 1305343394, 621522855, 37797292, 37626159, 37600574, 37600575, 37600577, 37313233, 1330258388, 1330258389, 37395544, 37600600, 37600603, 37600612, 37600613, 37600614, 37600620, 37600621, 37600622, 37600623, 37929200, 37833326, 890999161, 621522810, 621522811}]",21733,BOSLEY AVE-BETWEEN MD45 & KENILWORTH DR,exact
BOSLEY AVE,BOSLEY AVE,"[{37622659, 37600644, 1549418766, 37600655, 621522833, 37600659, 37829142, 37600662, 37600664, 37600668, 37600669, 37754274, 37600675, 1305343394, 621522855, 37797292, 37626159, 37600574, 37600575, 37600577, 37313233, 1330258388, 1330258389, 37395544, 37600600, 37600603, 37600612, 37600613, 37600614, 37600620, 37600621, 37600622, 37600623, 37929200, 37833326, 890999161, 621522810, 621522811}]",21733,BOSLEY AVE-BETWEEN MD45 & KENILWORTH DR,exact
BOSLEY RD,BOSLEY RD,"[{37869474, 11539062503, 37673194, 37868430, 37635502, 37628558, 37745071, 37824089, 37730300}]",4640,BOSLEY RD - .10 MILE EAST OF WARREN RD,exact
BOSTON AVE,BOSTON AVE,"[{37593630, 49531247, 37358743, 37458395, 49531230}]",3323,BOSTON AVE-.10 MI E OF DUNDALK AVE (ONE WAY),exact
BOSTON AVE,BOSTON AVE,"[{37593630, 49531247, 37358743, 37458395, 49531230}]",3323,BOSTON AVE-.10 MI E OF DUNDALK AVE (ONE WAY),exact
BOSTON ST,BOSTON ST,"[{49461120, 2123388800, 2123388801, 2123388802, 2123388803, 2123388804, 2123388806, 4472167941, 2123388808, 4472167944, 1247830026, 1253199626, 1247830028, 4472167949, 898625297, 2123388818, 966516371, 1247830035, 2123388819, 898625302, 2123388820, 4472167963, 1247830047, 49488545, 49461033, 1247830063, 1247830066, 9962939059, 49461046, 49429432, 49461049, 49382074, 49461053, 49461055, 4501800388, 49461062, 49460938, 1355244364, 1253199692, 49461071, 49461073, 49460945, 49461075, 49460948, 631168083, 631168082, 631168088, 1247830104, 1247830106, 49460955, 49461083, 49531230, 49434336, 631176673, 49461094, 4472167913, 4472167915, 49461101, 4472167917, 2598342770, 2598342771, 1253199610, 7783008507, 49471359}]",18562,BOSTON ST-.10 MI W OF PONCA ST,exact
BOWLEYS LA,BOWLEYS LA,"[{49547264, 49491463, 49542159, 49507215, 49513622, 4255285783, 49483570, 49536947, 49541300, 49541432, 49513021, 49491264, 49463234, 49527167, 49547208, 49513688, 49384541, 49507171, 49413348, 49472101, 49547126, 49544057, 49547261, 49485438, 49541247}]",3725,BOWLEYS LA - BETWEEN ROBERTON AVE & GUNTHER AVE,exact
BOWLEYS QUARTERS RD,BOWLEYS QUARTERS RD,"[{37612930, 37614853, 37615112, 37548303, 966330386, 37614844, 37614869, 393519509, 37615125, 37614876, 3115976222, 37614882, 37615149, 37615151, 37614899, 37615194, 966422747, 37615067, 11176896095, 37615200, 37615201, 11176896096, 11176896099, 37615076, 37614832, 37615100, 37615101}]",10205,BOWLEYS QUARTERS RD - .10 MILE SOUTH OF CARROLL ISLAND RD,exact
